,Brand Name,Price (AUD),Variety,Type,Region,State,Vintage,Size (mL),Alcohol Volume (%),Standard Drinks,Organic,Vegan Friendly,Wine Body,Wine Style,Closure,Langtons Classified
4664,Eden Hall,19.99,Riesling,White,Eden Valley,South Australia,2018.0,750.0,11.6,6.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4665,Montara,23.99,Riesling,White,Grampians,Victoria,2016.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Semi Dry,Screw Cap,Not specified
4667,St Hugo,31.99,Riesling,White,Eden Valley,South Australia,2017.0,750.0,10.5,6.2,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4668,Nova Vita,16.99,Sauvignon Blanc,,Adelaide Hills,South Australia,2018.0,750.0,12.5,7.4,Not specified,True,Medium Bodied,Dry,Screw Cap,Not specified
4671,The Inventor,24.5,Chardonnay,White,Padthaway,South Australia,2018.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4672,Tuerong Park,39.99,Chardonnay,White,Mornington Peninsula,Victoria,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4673,Toolangi,79.99,Chardonnay,White,Yarra Valley,Victoria,2015.0,750.0,13.8,8.2,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4674,Jim Barry,15.99,Riesling,White,Clare Valley,South Australia,2018.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4675,Allinda,29.99,Chardonnay,White,Yarra Valley,Victoria,2016.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4676,Captain Hayes,21.95,Riesling,White,Eden Valley,South Australia,2018.0,750.0,13.0,7.6,Not specified,Not specified,Light Bodied,Not specified,Screw Cap,Not specified
4677,Shaw & Smith,28.95,Sauvignon Blanc,White,Adelaide Hills,South Australia,2018.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4678,Epic Negociants,29.99,Chardonnay,,Margaret River,Western Australia,2018.0,750.0,13.0,,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4679,Allinda,29.99,Chardonnay,White,Yarra Valley,Victoria,2016.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4680,Petaluma,37.95,Chardonnay,White,Adelaide Hills,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4681,Taylors,39.99,Riesling,White,Clare Valley,South Australia,2013.0,750.0,11.6,7.1,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4684,Sorby Adams,34.99,Riesling,White,Eden Valley,South Australia,2018.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4685,Stonier,22.99,Chardonnay,White,Mornington Peninsula,Victoria,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4686,The Remarkable State,29.99,Chardonnay,White,Adelaide Hills,South Australia,2017.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4688,Rockcliffe,29.99,Riesling,White,,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4689,Yallingup Estate,21.99,Sauvignon Blanc,,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4690,Claymore,24.99,Riesling,White,Clare Valley,South Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4691,Jacob's Creek,5.95,Sauvignon Blanc,White,,,2018.0,750.0,12.2,7.2,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4692,Kilikanoon,24.99,Riesling,,Clare Valley,South Australia,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4693,Jim Barry,21.99,Riesling,White,Clare Valley,South Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4694,Jacob's Creek,5.95,Chardonnay,White,,South Australia,2018.0,750.0,12.9,7.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4695,Evans & Tate,10.95,Sauvignon Blanc,White,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4696,Lindeman's,9.9,Sauvignon Blanc,White,,,2017.0,750.0,8.5,5.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4697,Fifth Leg,13.6,Sauvignon Blanc,White,,Western Australia,2018.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4699,Tim Adams,19.99,Pinot Gris,White,Clare Valley,South Australia,2018.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4701,Cow Bombie,11.99,Sauvignon Blanc,White,Margaret River,Western Australia,2018.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4702,Wolf Blass,6.95,Chardonnay,,Barossa Valley,South Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4703,Marley Farm,19.99,Pinot Gris,White,Adelaide Hills,South Australia,2018.0,750.0,13.0,7.4,Not specified,Not specified,Medium Bodied,Semi Dry,Screw Cap,Not specified
4704,Vasse Felix,15.7,Sauvignon Blanc,White,Margaret River,Western Australia,2017.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4705,Taylors,13.95,Chardonnay,,Clare Valley,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4706,Yellow Tail,7.9,Chardonnay,White,,New South Wales,2016.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4707,Hardys,6.2,Sauvignon Blanc,White,,South Australia,2018.0,1000.0,12.0,9.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4708,Jacob's Creek,11.95,Chardonnay,,Adelaide Hills,South Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4709,Taylors,13.95,Chardonnay,White,Clare Valley,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4711,Wolf Blass,4.95,Chardonnay,White,,South Australia,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4713,Annie's Lane,11.95,Chardonnay,,Clare Valley,South Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4714,Secret Selection,35.99,Chardonnay,,Margaret River,Western Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4715,Annie's Lane,11.95,Riesling,White,Clare Valley,South Australia,2018.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4716,Evans & Tate,15.99,Chardonnay,,Margaret River,Western Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4718,Lindeman's,6.95,Sauvignon Blanc,White,,,2017.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4720,McWilliam's,16.99,Chardonnay,White,Tumbarumba,New South Wales,2015.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4721,Pewsey Vale,17.8,Riesling,,Eden Valley,South Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4722,Cleanskin,8.99,Chardonnay,White,Adelaide Hills,South Australia,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4723,Devil's Lair,19.99,Chardonnay,,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4724,Hardys,6.2,Chardonnay,,,,2016.0,1000.0,13.0,,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4727,McGuigan,6.95,Sauvignon Blanc,,,,2017.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4728,Forester Estate,19.99,Sauvignon Blanc,White,Margaret River,Western Australia,2017.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4730,Secret Selection,17.99,Riesling,White,Clare Valley,South Australia,2017.0,750.0,12.0,7.2,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4732,Molly's Cradle,18.0,Sauvignon Blanc,White,Orange,New South Wales,2018.0,750.0,12.7,7.5,Not specified,Not specified,Not specified,Sauvignon Blanc,Screw Cap,Not specified
4734,MadFish,14.6,Chardonnay,,Margaret River,Western Australia,2016.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4735,Evans & Tate,10.95,Sauvignon Blanc,White,Margaret River,Western Australia,2017.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4736,Coldstream Hills,26.99,Chardonnay,,Yarra Valley,Victoria,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4737,Innocent Bystander,19.99,Pinot Gris,White,King Valley and Yarra Valley,Victoria,2017.0,750.0,,,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4739,Pete's Pure,14.99,Sauvignon Blanc,White,Pemberton,Western Australia,2018.0,750.0,12.5,7.4,Not specified,True,Light Bodied,Semi Dry,Screw Cap,Not specified
4740,Gossips,4.49,Sauvignon Blanc,White,,,2018.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4741,Wolf Blass,4.95,Sauvignon Blanc,White,,,2018.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4742,Cleanskin,3.94,Chardonnay,,,,2016.0,750.0,,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4743,Evans & Tate,23.99,Chardonnay,White,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4744,Vasse Felix,22.99,Chardonnay,White,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4745,Cow Bombie,11.99,Chardonnay,White,Margaret River,Western Australia,2018.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4746,Secret Selection,47.99,Riesling,White,,Tasmania,2011.0,700.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4747,Leeuwin Estate,31.99,Chardonnay,,Margaret River,Western Australia,2016.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4748,Brown Brothers,11.99,Riesling,,King Valley,Victoria,2017.0,750.0,9.5,5.6,Not specified,Not specified,Not specified,Sweet,Screw Cap,Not specified
4749,Yalumba,9.95,Chardonnay,White,,South Australia,2018.0,750.0,13.0,7.7,Not specified,True,Not specified,Dry,Screw Cap,Not specified
4750,Goundrey,12.99,Chardonnay,,Great Southern,Western Australia,2017.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4751,Bowler's Run,2.99,Chardonnay,White,,,2018.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4752,De Bortoli,4.99,Sauvignon Blanc,White,,,2018.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4753,Nepenthe,14.6,Sauvignon Blanc,White,Adelaide Hills,South Australia,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4754,Rosemount,9.95,Chardonnay,White,,,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4757,Petaluma,21.9,Chardonnay,White,Adelaide Hills,South Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4758,Molly's Cradle,18.0,Chardonnay,,Hunter Valley,New South Wales,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Chardonnay,Screw Cap,Not specified
4760,Jacob's Creek,9.95,Sauvignon Blanc,White,,,2018.0,750.0,11.7,6.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4761,Punt Road,19.99,Pinot Gris,White,Yarra Valley,Victoria,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4763,Leeuwin Estate,104.99,Chardonnay,,Margaret River,Western Australia,2015.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
4764,Cape Mentelle,21.99,Sauvignon Blanc,White,Margaret River,Western Australia,2017.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4765,Houghton,9.95,Sauvignon Blanc,White,,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4766,Lindeman's,6.95,Chardonnay,,,,2017.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4769,McWilliams,13.99,Chardonnay,White,,New South Wales,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4770,De Bortoli,4.99,Chardonnay,White,,New South Wales,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4771,Jacob's Creek,5.95,Riesling,White,,South Australia,2018.0,750.0,11.7,6.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4773,Brown Brothers,10.95,Sauvignon Blanc,White,,,2017.0,750.0,,4.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4775,Petaluma,24.99,Riesling,,Clare Valley,South Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Excellent
4776,Warburn,5.49,Sauvignon Blanc,White,Riverina,New South Wales,2018.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4777,Shaw & Smith,45.99,Chardonnay,,Adelaide Hills,South Australia,2016.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4779,Cat Amongst The Pigeons,23.99,Chardonnay,White,Eden Valley,South Australia,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4780,Yering Station,17.99,Chardonnay,White,Yarra Valley,Victoria,2017.0,750.0,12.8,7.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4781,Shaw & Smith,45.99,Chardonnay,White,Adelaide Hills,South Australia,2016.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4782,McGuigan,6.95,Chardonnay,White,,,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4783,Chapel Hill,14.95,Chardonnay,,McLaren Vale,South Australia,2018.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4784,Wills Domain,21.99,Sauvignon Blanc,White,Margaret River,Western Australia,2018.0,750.0,12.5,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4787,Leo Buring,15.99,Riesling,White,Clare Valley,South Australia,2018.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4788,Tuck's NOW,25.0,Chardonnay,White,Mornington Peninsula,Victoria,2017.0,750.0,13.0,7.7,Not specified,True,Not specified,Dry,Screw Cap,Not specified
4789,Frankland Estate,39.99,Riesling,White,Frankland River,Western Australia,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4791,Patrick of Coonawarra,33.99,Riesling,White,Coonawarra,South Australia,2012.0,750.0,10.5,6.2,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4792,Seppelt,49.99,Riesling,White,,Victoria,2011.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4793,Barking Owl,18.99,Sauvignon Blanc,,,Western Australia,2012.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4798,Artiste,24.0,Chardonnay,White,Eden Valley,,2016.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4800,Riverbank Estate,18.0,Chardonnay,White,Swan Valley,Western Australia,2017.0,750.0,11.5,6.8,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
4803,Journey Wines,38.0,Chardonnay,,Yarra Valley,Victoria,2017.0,750.0,13.5,8.0,Not specified,True,Medium Bodied,Dry,Screw Cap,Not specified
4804,Captain Hayes,21.95,Sauvignon Blanc,White,Adelaide Hills,South Australia,2017.0,750.0,12.7,7.5,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
4806,Paracombe,22.99,Sauvignon Blanc,,Adelaide Hills,South Australia,2017.0,750.0,,7.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4807,Rosabrook,24.95,Chardonnay,White,Western Australia,Western Australia,2016.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4808,Peacock's Tail,18.0,Riesling,White,Clare Valley,FRE,2015.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4809,Towerhill,25.0,Riesling,White,Western Australia,Western Australia,2015.0,750.0,12.8,7.6,Not specified,Not specified,Not specified,Riesling,Screw Cap,Not specified
4810,Montara Grampians Wi,23.99,Chardonnay,,Grampians,Victoria,2017.0,750.0,12.5,7.7,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
4811,Montara Grampians Wines,23.99,Sauvignon Blanc,,Grampians,Victoria,2018.0,750.0,12.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4812,Richard Hamilton,30.0,Chardonnay,White,,,2015.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Chardonnay,Screw Cap,Not specified
4813,Tomich,22.0,Sauvignon Blanc,,Adelaide Hills,,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4814,The Lane Vineyard,25.0,Sauvignon Blanc,,Adelaide Hills,,2017.0,750.0,13.5,8.3,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4817,Austins & Co.,27.99,Riesling,White,Geelong,Victoria,2015.0,750.0,,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4818,Mount Majura,29.99,Chardonnay,,Canberra District,Australian Capital Territory,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4819,S For,7.0,Sauvignon Blanc,White,,South Australia,2016.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4820,Sirromet,16.99,Pinot Gris,,Granite Belt,Queensland,2017.0,750.0,13.2,7.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4821,Yabby Lake,99.99,Chardonnay,White,Mornington Peninsula,Victoria,2009.0,750.0,,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4823,Sandalford,23.99,Chardonnay,,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4824,Howard Park,42.99,Riesling,White,Great Southern,Western Australia,2009.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4825,Grosset,64.99,Riesling,White,Clare Valley,South Australia,2010.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4828,Rosabrook,19.95,Sauvignon Blanc,White,,Western Australia,2017.0,750.0,12.5,8.6,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4830,McLaren Vale III Ass,20.0,Sauvignon Blanc,,McLaren Vale,FRE,2015.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4834,Towerhill,38.0,Riesling,,Western Australia,Western Australia,2008.0,750.0,12.4,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4835,Label 88,14.0,Chardonnay,White,,,2017.0,750.0,13.0,,Not specified,Not specified,Not specified,Chardonnay,Screw Cap,Not specified
4841,Kellermeister,25.0,Sauvignon Blanc,White,Barossa Valley,,2014.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4844,Beelgara Estate,9.5,Sauvignon Blanc,,NSW,,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4848,Merindoc,27.0,Pinot Gris,White,Heathcote,Victoria,2018.0,750.0,13.0,,Not specified,Not specified,Medium Bodied,Semi Dry,Screw Cap,Not specified
4852,BY:Geoff Hardy,24.95,Sauvignon Blanc,White,Adelaide Hills,South Australia,2018.0,750.0,12.0,7.1,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
4854,Epic Negociants,30.0,Chardonnay,,Yarra Valley,Victoria,2018.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
4855,Knight Granite Hills,26.99,Chardonnay,,Macedon Ranges,Victoria,2013.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4857,Rosabrook,44.95,Chardonnay,White,Margaret River,,2015.0,750.0,12.4,8.6,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4859,St Johns Brook,49.8,Chardonnay,White,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4860,Jane Brook,19.5,Sauvignon Blanc,White,Margaret River,,2015.0,750.0,12.2,7.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4861,St Johns Brook,49.8,Chardonnay,White,Margaret River,Western Australia,2017.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4862,Jane Brook,19.5,Sauvignon Blanc,,Margaret River,,2015.0,750.0,12.2,7.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
4864,Alkoomi,14.99,Chardonnay,White,Great Southern,Western Australia,2011.0,750.0,,7.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4865,Rosily Vineyard,19.99,Sauvignon Blanc,White,Margaret River,Western Australia,2011.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4866,Dunsborough Hills,13.99,Sauvignon Blanc,,Margaret River,Western Australia,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4867,Spinifex,31.99,Riesling,,Eden Valley,South Australia,2016.0,750.0,,7.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4869,Onannon,29.99,Pinot Gris,,Mornington Peninsula,Victoria,2016.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4870,Paringa Estate,59.99,Chardonnay,,Mornington Peninsula,Victoria,2012.0,750.0,,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4871,Vine Mind,22.99,Riesling,White,Clare Valley,South Australia,2016.0,750.0,11.5,6.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4872,Leura Park,39.99,Chardonnay,White,Geelong,Victoria,2016.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4873,Paulett Wines,44.99,Riesling,White,Clare Valley,South Australia,2015.0,750.0,13.2,7.8,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4874,Alkoomi,14.99,Chardonnay,,Great Southern,Western Australia,2011.0,750.0,,7.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4875,Rosily Vineyard,19.99,Sauvignon Blanc,,Margaret River,Western Australia,2011.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4876,Paringa Estate,25.99,Riesling,,Mornington Peninsula,Victoria,2015.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4877,Toolangi,39.99,Chardonnay,,Yarra Valley,Victoria,2010.0,750.0,,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4878,Pitchfork,14.99,Chardonnay,,Margaret River,Western Australia,2018.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4885,Annie's Lane,19.99,Riesling,,Clare Valley,South Australia,2012.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4888,Mount Langi Ghiran,44.99,Riesling,White,Grampians,Victoria,2011.0,750.0,11.0,6.5,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4889,Cloudbreak,19.85,Sauvignon Blanc,White,,,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4890,R&R,20.0,Sauvignon Blanc,White,Adelaide Hills,South Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4891,Trevor Jones,27.5,Riesling,White,Eden Valley,South Australia,2016.0,750.0,12.0,7.1,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
4892,Haselgrove,62.36,Sauvignon Blanc,White,,,2017.0,750.0,12.0,7.1,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4894,De Bortoli,18.99,Sauvignon Blanc,White,Yarra Valley,FRE,2015.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4896,De Bortoli,18.99,Sauvignon Blanc,,Yarra Valley,FRE,2015.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4897,Snobs Creek,17.99,Shiraz,,Heathcote,FRE,2016.0,750.0,14.5,,Not specified,Not specified,Full Bodied,Pinot Gris & Grigio,Screw Cap,Not specified
4898,Snobs Creek Estate,22.99,Chardonnay,,Lake Eildon,Victoria,2017.0,750.0,13.7,8.1,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
4899,The Black Chook,15.95,Sauvignon Blanc,,Adelaide Hills,South Australia,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4900,Snobs Creek Estate,22.99,Chardonnay,,Lake Eildon,Victoria,2017.0,750.0,13.7,8.1,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
4901,The Black Chook,15.95,Sauvignon Blanc,,Adelaide Hills,South Australia,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
4902,Terindah Estate,37.0,Chardonnay,,Bellarine Peninsula,Victoria,2016.0,750.0,13.5,7.8,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4903,Ferngrove,20.0,Chardonnay,White,,,2017.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4904,Terindah Estate,37.0,Chardonnay,White,Bellarine Peninsula,Victoria,2016.0,750.0,13.5,7.8,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4913,Artiste,24.0,Riesling,White,Eden Valley,,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4915,Artiste,24.0,Riesling,White,Eden Valley,,2016.0,750.0,12.5,7.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
4916,Cosmo Wines,22.0,Sauvignon Blanc,White,Yarra Valley,Victoria,2016.0,750.0,13.4,7.9,Not specified,True,Medium Bodied,Dry,Screw Cap,Not specified
